state,s_code,code,s_district,s_municipality
Baden-Württemberg,083265004,,Verwaltungsgemeinschaft der Stadt Villingen-Schwenningen,Villingen-Schwenningen
Baden-Württemberg,083265004010,08326010,Dauchingen,Villingen-Schwenningen
Baden-Württemberg,083265004010,08326010,Dauchingen,Dauchingen
Baden-Württemberg,083265004037,08326037,Mönchweiler,Villingen-Schwenningen
Baden-Württemberg,083265004037,08326037,Mönchweiler,Mönchweiler
Baden-Württemberg,083265004041,08326041,Niedereschach,Villingen-Schwenningen
Baden-Württemberg,083265004041,08326041,Niedereschach,Niedereschach
Baden-Württemberg,083265004061,08326061,Tuningen,Villingen-Schwenningen
Baden-Württemberg,083265004061,08326061,Tuningen,Tuningen
Baden-Württemberg,083265004065,08326065,Unterkirnach,Villingen-Schwenningen
Baden-Württemberg,083265004065,08326065,Unterkirnach,Unterkirnach
Baden-Württemberg,083265004074,08326074,"Villingen-Schwenningen, Stadt",Villingen-Schwenningen
Baden-Württemberg,083265004075,08326075,Brigachtal,Villingen-Schwenningen
Baden-Württemberg,083265004075,08326075,Brigachtal,Brigachtal
Baden-Württemberg,08327,,Tuttlingen,Tuttlingen
Baden-Württemberg,083275001,,Gemeindeverwaltungsverband Donau-Heuberg,Fridingen an der Donau
Baden-Württemberg,083275001004,08327004,Bärenthal,Fridingen an der Donau
Baden-Württemberg,083275001004,08327004,Bärenthal,Bärenthal
Baden-Württemberg,083275001008,08327008,Buchheim,Fridingen an der Donau
Baden-Württemberg,083275001008,08327008,Buchheim,Buchheim
Baden-Württemberg,083275001016,08327016,"Fridingen an der Donau, Stadt",Fridingen an der Donau
Baden-Württemberg,083275001027,08327027,Irndorf,Fridingen an der Donau
Baden-Württemberg,083275001027,08327027,Irndorf,Irndorf
Baden-Württemberg,083275001030,08327030,Kolbingen,Fridingen an der Donau
Baden-Württemberg,083275001030,08327030,Kolbingen,Kolbingen
Baden-Württemberg,083275001036,08327036,"Mühlheim an der Donau, Stadt",Fridingen an der Donau
Baden-Württemberg,083275001036,08327036,"Mühlheim an der Donau, Stadt",Mühlheim an der Donau
Baden-Württemberg,083275001041,08327041,Renquishausen,Fridingen an der Donau
Baden-Württemberg,083275001041,08327041,Renquishausen,Renquishausen
Baden-Württemberg,083275002,,Gemeindeverwaltungsverband Heuberg,Gosheim
Baden-Württemberg,083275002007,08327007,Bubsheim,Gosheim
Baden-Württemberg,083275002007,08327007,Bubsheim,Bubsheim
Baden-Württemberg,083275002009,08327009,Deilingen,Gosheim
Baden-Württemberg,083275002009,08327009,Deilingen,Deilingen
Baden-Württemberg,083275002013,08327013,Egesheim,Gosheim
Baden-Württemberg,083275002013,08327013,Egesheim,Egesheim
Baden-Württemberg,083275002019,08327019,Gosheim,Gosheim
Baden-Württemberg,083275002019,08327019,Gosheim,Gosheim
Baden-Württemberg,083275002029,08327029,Königsheim,Gosheim
Baden-Württemberg,083275002029,08327029,Königsheim,Königsheim
Baden-Württemberg,083275002040,08327040,Reichenbach am Heuberg,Gosheim
Baden-Württemberg,083275002040,08327040,Reichenbach am Heuberg,Reichenbach am Heuberg
Baden-Württemberg,083275002051,08327051,Wehingen,Gosheim
Baden-Württemberg,083275002051,08327051,Wehingen,Wehingen
Baden-Württemberg,083275003,,Gemeindeverwaltungsverband Immendingen-Geisingen,Geisingen
Baden-Württemberg,083275003018,08327018,"Geisingen, Stadt",Geisingen
Baden-Württemberg,083275003025,08327025,Immendingen,Geisingen
Baden-Württemberg,083275003025,08327025,Immendingen,Immendingen
Baden-Württemberg,083275004,,Verwaltungsgemeinschaft der Stadt Spaichingen,Spaichingen
Baden-Württemberg,083275004002,08327002,Aldingen,Spaichingen
Baden-Württemberg,083275004002,08327002,Aldingen,Aldingen
Baden-Württemberg,083275004005,08327005,Balgheim,Spaichingen
Baden-Württemberg,083275004005,08327005,Balgheim,Balgheim
Baden-Württemberg,083275004006,08327006,Böttingen,Spaichingen
Baden-Württemberg,083275004006,08327006,Böttingen,Böttingen
Baden-Württemberg,083275004010,08327010,Denkingen,Spaichingen
Baden-Württemberg,083275004010,08327010,Denkingen,Denkingen
Baden-Württemberg,083275004011,08327011,Dürbheim,Spaichingen
Baden-Württemberg,083275004011,08327011,Dürbheim,Dürbheim
Baden-Württemberg,083275004017,08327017,Frittlingen,Spaichingen
Baden-Württemberg,083275004017,08327017,Frittlingen,Frittlingen
Baden-Württemberg,083275004023,08327023,Hausen ob Verena,Spaichingen
Baden-Württemberg,083275004023,08327023,Hausen ob Verena,Hausen ob Verena
Baden-Württemberg,083275004033,08327033,Mahlstetten,Spaichingen
Baden-Württemberg,083275004033,08327033,Mahlstetten,Mahlstetten
Baden-Württemberg,083275004046,08327046,"Spaichingen, Stadt",Spaichingen
Baden-Württemberg,083275005,,Verwaltungsgemeinschaft der Stadt Trossingen,Trossingen
Baden-Württemberg,083275005012,08327012,Durchhausen,Trossingen
Baden-Württemberg,083275005012,08327012,Durchhausen,Durchhausen
Baden-Württemberg,083275005020,08327020,Gunningen,Trossingen
Baden-Württemberg,083275005020,08327020,Gunningen,Gunningen
Baden-Württemberg,083275005048,08327048,Talheim,Trossingen
Baden-Württemberg,083275005048,08327048,Talheim,Talheim
Baden-Württemberg,083275005049,08327049,"Trossingen, Stadt",Trossingen
Baden-Württemberg,083275006,,Verwaltungsgemeinschaft der Stadt Tuttlingen,Tuttlingen
Baden-Württemberg,083275006038,08327038,Neuhausen ob Eck,Tuttlingen
Baden-Württemberg,083275006038,08327038,Neuhausen ob Eck,Neuhausen ob Eck
Baden-Württemberg,083275006050,08327050,"Tuttlingen, Stadt",Tuttlingen
Baden-Württemberg,083275006054,08327054,Wurmlingen,Tuttlingen
Baden-Württemberg,083275006054,08327054,Wurmlingen,Wurmlingen
Baden-Württemberg,083275006055,08327055,Seitingen-Oberflacht,Tuttlingen
Baden-Württemberg,083275006055,08327055,Seitingen-Oberflacht,Seitingen-Oberflacht
Baden-Württemberg,083275006056,08327056,Rietheim-Weilheim,Tuttlingen
Baden-Württemberg,083275006056,08327056,Rietheim-Weilheim,Rietheim-Weilheim
Baden-Württemberg,083275006057,08327057,Emmingen-Liptingen,Tuttlingen
Baden-Württemberg,083275006057,08327057,Emmingen-Liptingen,Emmingen-Liptingen
Baden-Württemberg,0833,,Region Hochrhein-Bodensee,Waldshut-Tiengen
Baden-Württemberg,08335,,Konstanz,Konstanz
Baden-Württemberg,083350035035,08335035,Hilzingen,Hilzingen
Baden-Württemberg,083350063063,08335063,"Radolfzell am Bodensee, Stadt",Radolfzell am Bodensee
Baden-Württemberg,083350080080,08335080,"Tengen, Stadt",Tengen
Baden-Württemberg,083355001,,Verwaltungsgemeinschaft der Stadt Engen,Engen
Baden-Württemberg,083355001001,08335001,"Aach, Stadt",Engen
Baden-Württemberg,083355001001,08335001,"Aach, Stadt",Aach
Baden-Württemberg,083355001022,08335022,"Engen, Stadt",Engen
Baden-Württemberg,083355001097,08335097,Mühlhausen-Ehingen,Engen
Baden-Württemberg,083355001097,08335097,Mühlhausen-Ehingen,Mühlhausen-Ehingen
Baden-Württemberg,083355002,,Verwaltungsgemeinschaft der Gemeinde Gottmadingen,Gottmadingen
Baden-Württemberg,083355002015,08335015,Büsingen am Hochrhein,Gottmadingen
Baden-Württemberg,083355002015,08335015,Büsingen am Hochrhein,Büsingen am Hochrhein
Baden-Württemberg,083355002026,08335026,Gailingen am Hochrhein,Gottmadingen
Baden-Württemberg,083355002026,08335026,Gailingen am Hochrhein,Gailingen am Hochrhein
Baden-Württemberg,083355002028,08335028,Gottmadingen,Gottmadingen
Baden-Württemberg,083355003,,Gemeindeverwaltungsverband Höri,Gaienhofen
Baden-Württemberg,083355003025,08335025,Gaienhofen,Gaienhofen
Baden-Württemberg,083355003025,08335025,Gaienhofen,Gaienhofen
Baden-Württemberg,083355003055,08335055,Moos,Gaienhofen
Baden-Württemberg,083355003055,08335055,Moos,Moos
Baden-Württemberg,083355003061,08335061,Öhningen,Gaienhofen
Baden-Württemberg,083355003061,08335061,Öhningen,Öhningen
Baden-Württemberg,083355004,,Verwaltungsgemeinschaft der Stadt Konstanz,Konstanz
Baden-Württemberg,083355004002,08335002,Allensbach,Konstanz
Baden-Württemberg,083355004002,08335002,Allensbach,Allensbach
Baden-Württemberg,083355004043,08335043,"Konstanz, Universitätsstadt",Konstanz
Baden-Württemberg,083355004043,08335043,"Konstanz, Universitätsstadt",Konstanz
Baden-Württemberg,083355004066,08335066,Reichenau,Konstanz
Baden-Württemberg,083355004066,08335066,Reichenau,Reichenau
Baden-Württemberg,083355005,,Verwaltungsgemeinschaft der Stadt Singen (Hohentwiel),Singen (Hohentwiel)
Baden-Württemberg,083355005075,08335075,"Singen (Hohentwiel), Stadt",Singen (Hohentwiel)
Baden-Württemberg,083355005077,08335077,Steißlingen,Singen (Hohentwiel)
Baden-Württemberg,083355005077,08335077,Steißlingen,Steißlingen
Baden-Württemberg,083355005081,08335081,Volkertshausen,Singen (Hohentwiel)
Baden-Württemberg,083355005081,08335081,Volkertshausen,Volkertshausen
Baden-Württemberg,083355005100,08335100,Rielasingen-Worblingen,Singen (Hohentwiel)
Baden-Württemberg,083355005100,08335100,Rielasingen-Worblingen,Rielasingen-Worblingen
Baden-Württemberg,083355006,,Verwaltungsgemeinschaft der Stadt Stockach,Stockach
Baden-Württemberg,083355006021,08335021,Eigeltingen,Stockach
Baden-Württemberg,083355006021,08335021,Eigeltingen,Eigeltingen
Baden-Württemberg,083355006057,08335057,Mühlingen,Stockach
Baden-Württemberg,083355006057,08335057,Mühlingen,Mühlingen
Baden-Württemberg,083355006079,08335079,"Stockach, Stadt",Stockach
Baden-Württemberg,083355006096,08335096,Hohenfels,Stockach
Baden-Württemberg,083355006096,08335096,Hohenfels,Hohenfels
Baden-Württemberg,083355006098,08335098,Bodman-Ludwigshafen,Stockach
Baden-Württemberg,083355006098,08335098,Bodman-Ludwigshafen,Bodman-Ludwigshafen
Baden-Württemberg,083355006099,08335099,Orsingen-Nenzingen,Stockach
Baden-Württemberg,083355006099,08335099,Orsingen-Nenzingen,Orsingen-Nenzingen
Baden-Württemberg,08336,,Lörrach,Lörrach
Baden-Württemberg,083360014014,08336014,Efringen-Kirchen,Efringen-Kirchen
Baden-Württemberg,083360084084,08336084,Steinen,Steinen
Baden-Württemberg,083360087087,08336087,"Todtnau, Stadt",Todtnau
Baden-Württemberg,083360091091,08336091,"Weil am Rhein, Stadt",Weil am Rhein
Baden-Württemberg,083360105105,08336105,Grenzach-Wyhlen,Grenzach-Wyhlen
Baden-Württemberg,083360107107,08336107,Kleines Wiesental,Kleines Wiesental
Baden-Württemberg,083365001,,Verwaltungsgemeinschaft der Stadt Kandern,Kandern
Baden-Württemberg,083365001045,08336045,"Kandern, Stadt",Kandern
Baden-Württemberg,083365001104,08336104,Malsburg-Marzell,Kandern
Baden-Württemberg,083365001104,08336104,Malsburg-Marzell,Malsburg-Marzell
Baden-Württemberg,083365003,,Verwaltungsgemeinschaft der Stadt Lörrach,Lörrach
Baden-Württemberg,083365003043,08336043,Inzlingen,Lörrach
Baden-Württemberg,083365003043,08336043,Inzlingen,Inzlingen
Baden-Württemberg,083365003050,08336050,"Lörrach, Stadt",Lörrach
Baden-Württemberg,083365004,,Verwaltungsgemeinschaft der Stadt Rheinfelden (Baden),Rheinfelden (Baden)
Baden-Württemberg,083365004069,08336069,"Rheinfelden (Baden), Stadt",Rheinfelden (Baden)
Baden-Württemberg,083365004082,08336082,Schwörstadt,Rheinfelden (Baden)
Baden-Württemberg,083365004082,08336082,Schwörstadt,Schwörstadt
Baden-Württemberg,083365005,,Verwaltungsgemeinschaft der Gemeinde Schliengen,Schliengen
Baden-Württemberg,083365005006,08336006,Bad Bellingen,Schliengen
Baden-Württemberg,083365005006,08336006,Bad Bellingen,Bad Bellingen
Baden-Württemberg,083365005078,08336078,Schliengen,Schliengen
Baden-Württemberg,083365006,,Gemeindeverwaltungsverband Schönau im Schwarzwald,Schönau im Schwarzwald
Baden-Württemberg,083365006004,08336004,Aitern,Schönau im Schwarzwald
Baden-Württemberg,083365006004,08336004,Aitern,Aitern
Baden-Württemberg,083365006010,08336010,Böllen,Schönau im Schwarzwald
Baden-Württemberg,083365006010,08336010,Böllen,Böllen
Baden-Württemberg,083365006025,08336025,Fröhnd,Schönau im Schwarzwald
Baden-Württemberg,083365006025,08336025,Fröhnd,Fröhnd
Baden-Württemberg,083365006079,08336079,"Schönau im Schwarzwald, Stadt",Schönau im Schwarzwald
Baden-Württemberg,083365006080,08336080,Schönenberg,Schönau im Schwarzwald
Baden-Württemberg,083365006080,08336080,Schönenberg,Schönenberg
Baden-Württemberg,083365006089,08336089,Tunau,Schönau im Schwarzwald
Baden-Württemberg,083365006089,08336089,Tunau,Tunau
Baden-Württemberg,083365006090,08336090,Utzenfeld,Schönau im Schwarzwald
Baden-Württemberg,083365006090,08336090,Utzenfeld,Utzenfeld
Baden-Württemberg,083365006094,08336094,Wembach,Schönau im Schwarzwald
Baden-Württemberg,083365006094,08336094,Wembach,Wembach
Baden-Württemberg,083365006096,08336096,Wieden,Schönau im Schwarzwald
Baden-Württemberg,083365006096,08336096,Wieden,Wieden
Baden-Württemberg,083365007,,Verwaltungsgemeinschaft der Stadt Schopfheim,Schopfheim
Baden-Württemberg,083365007034,08336034,Hasel,Schopfheim
Baden-Württemberg,083365007034,08336034,Hasel,Hasel
Baden-Württemberg,083365007036,08336036,Hausen im Wiesental,Schopfheim
Baden-Württemberg,083365007036,08336036,Hausen im Wiesental,Hausen im Wiesental
Baden-Württemberg,083365007057,08336057,Maulburg,Schopfheim
Baden-Württemberg,083365007057,08336057,Maulburg,Maulburg
Baden-Württemberg,083365007081,08336081,"Schopfheim, Stadt",Schopfheim
Baden-Württemberg,083365007081,08336081,"Schopfheim, Stadt",Schopfheim
Baden-Württemberg,083365008,,Gemeindeverwaltungsverband Vorderes Kandertal,Binzen
Baden-Württemberg,083365008008,08336008,Binzen,Binzen
Baden-Württemberg,083365008019,08336019,Eimeldingen,Binzen
Baden-Württemberg,083365008019,08336019,Eimeldingen,Eimeldingen
Baden-Württemberg,083365008024,08336024,Fischingen,Binzen
Baden-Württemberg,083365008024,08336024,Fischingen,Fischingen
Baden-Württemberg,083365008073,08336073,Rümmingen,Binzen
Baden-Württemberg,083365008073,08336073,Rümmingen,Rümmingen
Baden-Württemberg,083365008075,08336075,Schallbach,Binzen
Baden-Württemberg,083365008075,08336075,Schallbach,Schallbach
Baden-Württemberg,083365008100,08336100,Wittlingen,Binzen
Baden-Württemberg,083365008100,08336100,Wittlingen,Wittlingen
Baden-Württemberg,083365009,,Verwaltungsgemeinschaft der Stadt Zell im Wiesental,Zell im Wiesental
Baden-Württemberg,083365009103,08336103,"Zell im Wiesental, Stadt",Zell im Wiesental
Baden-Württemberg,083365009103,08336103,"Zell im Wiesental, Stadt",Zell im Wiesental
Baden-Württemberg,083365009106,08336106,Häg-Ehrsberg,Zell im Wiesental
Baden-Württemberg,083365009106,08336106,Häg-Ehrsberg,Häg-Ehrsberg
Baden-Württemberg,08337,,Waldshut,Waldshut-Tiengen
Baden-Württemberg,083370002002,08337002,Albbruck,Albbruck
Baden-Württemberg,083370038038,08337038,Görwihl,Görwihl
Baden-Württemberg,083370062062,08337062,Klettgau,Klettgau
Baden-Württemberg,083370066066,08337066,"Laufenburg (Baden), Stadt",Laufenburg (Baden)
Baden-Württemberg,083370106106,08337106,"Stühlingen, Stadt",Stühlingen
Baden-Württemberg,083370116116,08337116,"Wehr, Stadt",Wehr
Baden-Württemberg,083375001,,Verwaltungsgemeinschaft der Stadt Bonndorf im Schwarzwald,Bonndorf im Schwarzwald
Baden-Württemberg,083375001022,08337022,"Bonndorf im Schwarzwald, Stadt",Bonndorf im Schwarzwald
Baden-Württemberg,083375001127,08337127,Wutach,Bonndorf im Schwarzwald
Baden-Württemberg,083375001127,08337127,Wutach,Wutach
Baden-Württemberg,083375002,,Gemeindeverwaltungsverband Jestetten,Jestetten
Baden-Württemberg,083375002030,08337030,Dettighofen,Jestetten
Baden-Württemberg,083375002030,08337030,Dettighofen,Dettighofen
Baden-Württemberg,083375002060,08337060,Jestetten,Jestetten
Baden-Württemberg,083375002070,08337070,Lottstetten,Jestetten
Baden-Württemberg,083375002070,08337070,Lottstetten,Lottstetten
Baden-Württemberg,083375003,,Gemeindeverwaltungsverband Küssaberg,Küssaberg
Baden-Württemberg,083375003053,08337053,Hohentengen am Hochrhein,Küssaberg
Baden-Württemberg,083375003053,08337053,Hohentengen am Hochrhein,Hohentengen am Hochrhein
Baden-Württemberg,083375003125,08337125,Küssaberg,Küssaberg
Baden-Württemberg,083375004,,Gemeindeverwaltungsverband Oberes Schlüchttal,Ühlingen-Birkendorf
Baden-Württemberg,083375004039,08337039,Grafenhausen,Ühlingen-Birkendorf
Baden-Württemberg,083375004039,08337039,Grafenhausen,Grafenhausen
Baden-Württemberg,083375004128,08337128,Ühlingen-Birkendorf,Ühlingen-Birkendorf
Baden-Württemberg,083375004128,08337128,Ühlingen-Birkendorf,Ühlingen-Birkendorf
Baden-Württemberg,083375005,,Verwaltungsgemeinschaft der Stadt Bad Säckingen,Bad Säckingen
Baden-Württemberg,083375005049,08337049,Herrischried,Bad Säckingen
Baden-Württemberg,083375005049,08337049,Herrischried,Herrischried
Baden-Württemberg,083375005076,08337076,Murg,Bad Säckingen
Baden-Württemberg,083375005076,08337076,Murg,Murg
Baden-Württemberg,083375005090,08337090,Rickenbach,Bad Säckingen
Baden-Württemberg,083375005090,08337090,Rickenbach,Rickenbach
Baden-Württemberg,083375005096,08337096,"Bad Säckingen, Stadt",Bad Säckingen
Baden-Württemberg,083375006,,Gemeindeverwaltungsverband St. Blasien,St. Blasien
Baden-Württemberg,083375006013,08337013,Bernau im Schwarzwald,St. Blasien
Baden-Württemberg,083375006013,08337013,Bernau im Schwarzwald,Bernau im Schwarzwald
Baden-Württemberg,083375006027,08337027,Dachsberg (Südschwarzwald),St. Blasien
Baden-Württemberg,083375006027,08337027,Dachsberg (Südschwarzwald),Dachsberg (Südschwarzwald)
Baden-Württemberg,083375006045,08337045,Häusern,St. Blasien
Baden-Württemberg,083375006045,08337045,Häusern,Häusern
Baden-Württemberg,083375006051,08337051,Höchenschwand,St. Blasien
Baden-Württemberg,083375006051,08337051,Höchenschwand,Höchenschwand
Baden-Württemberg,083375006059,08337059,Ibach,St. Blasien
Baden-Württemberg,083375006059,08337059,Ibach,Ibach
Baden-Württemberg,083375006097,08337097,"St. Blasien, Stadt",St. Blasien
Baden-Württemberg,083375006097,08337097,"St. Blasien, Stadt",St. Blasien
Baden-Württemberg,083375006108,08337108,Todtmoos,St. Blasien
Baden-Württemberg,083375006108,08337108,Todtmoos,Todtmoos
Baden-Württemberg,083375007,,Verwaltungsgemeinschaft der Stadt Waldshut-Tiengen,Waldshut-Tiengen
Baden-Württemberg,083375007032,08337032,Dogern,Waldshut-Tiengen
Baden-Württemberg,083375007032,08337032,Dogern,Dogern
Baden-Württemberg,083375007065,08337065,Lauchringen,Waldshut-Tiengen
Baden-Württemberg,083375007065,08337065,Lauchringen,Lauchringen
Baden-Württemberg,083375007118,08337118,Weilheim,Waldshut-Tiengen
Baden-Württemberg,083375007118,08337118,Weilheim,Weilheim
Baden-Württemberg,083375007126,08337126,"Waldshut-Tiengen, Stadt",Waldshut-Tiengen
Baden-Württemberg,083375007126,08337126,"Waldshut-Tiengen, Stadt",Waldshut-Tiengen
Baden-Württemberg,083375008,,Verwaltungsgemeinschaft der Gemeinde Wutöschingen,Wutöschingen
Baden-Württemberg,083375008123,08337123,Wutöschingen,Wutöschingen
Baden-Württemberg,083375008124,08337124,Eggingen,Wutöschingen
Baden-Württemberg,083375008124,08337124,Eggingen,Eggingen
Baden-Württemberg,084,,Reg.-Bez. Tübingen,Tübingen
Baden-Württemberg,0841,,Region Neckar-Alb,Mössingen
Baden-Württemberg,08415,,Reutlingen,Reutlingen
Baden-Württemberg,084150014014,08415014,Dettingen an der Erms,Dettingen an der Erms
Baden-Württemberg,084150019019,08415019,Eningen unter Achalm,Eningen unter Achalm
Baden-Württemberg,084150059059,08415059,"Pfullingen, Stadt",Pfullingen
Baden-Württemberg,084150061061,08415061,"Reutlingen, Stadt",Reutlingen
Baden-Württemberg,084150073073,08415073,"Trochtelfingen, Stadt",Trochtelfingen
Baden-Württemberg,084150080080,08415080,Wannweil,Wannweil
Baden-Württemberg,084150091091,08415091,Sonnenbühl,Sonnenbühl
Baden-Württemberg,084150092092,08415092,Lichtenstein,Lichtenstein
Baden-Württemberg,084150093093,08415093,St. Johann,St. Johann
Baden-Württemberg,084155001,,Verwaltungsgemeinschaft der Gemeinde Engstingen,Engstingen
Baden-Württemberg,084155001089,08415089,Engstingen,Engstingen
Baden-Württemberg,084155001090,08415090,Hohenstein,Engstingen
Baden-Württemberg,084155001090,08415090,Hohenstein,Hohenstein
Baden-Württemberg,084155002,,Verwaltungsgemeinschaft der Stadt Metzingen,Metzingen
Baden-Württemberg,084155002029,08415029,Grafenberg,Metzingen
Baden-Württemberg,084155002029,08415029,Grafenberg,Grafenberg
Baden-Württemberg,084155002050,08415050,"Metzingen, Stadt",Metzingen
Baden-Württemberg,084155002050,08415050,"Metzingen, Stadt",Metzingen
Baden-Württemberg,084155002062,08415062,Riederich,Metzingen
Baden-Württemberg,084155002062,08415062,Riederich,Riederich
Baden-Württemberg,084155003,,Verwaltungsgemeinschaft der Stadt Münsingen,Münsingen
Baden-Württemberg,084155003027,08415027,Gomadingen,Münsingen
Baden-Württemberg,084155003027,08415027,Gomadingen,Gomadingen
Baden-Württemberg,084155003048,08415048,Mehrstetten,Münsingen
Baden-Württemberg,084155003048,08415048,Mehrstetten,Mehrstetten
Baden-Württemberg,084155003053,08415053,"Münsingen, Stadt",Münsingen
Baden-Württemberg,084155004,,Verwaltungsgemeinschaft der Gemeinde Pliezhausen,Pliezhausen
Baden-Württemberg,084155004060,08415060,Pliezhausen,Pliezhausen
Baden-Württemberg,084155004087,08415087,Walddorfhäslach,Pliezhausen
Baden-Württemberg,084155004087,08415087,Walddorfhäslach,Walddorfhäslach
Baden-Württemberg,084155005,,Verwaltungsgemeinschaft der Stadt Bad Urach,Bad Urach
Baden-Württemberg,084155005028,08415028,Grabenstetten,Bad Urach
Baden-Württemberg,084155005028,08415028,Grabenstetten,Grabenstetten
Baden-Württemberg,084155005039,08415039,Hülben,Bad Urach
Baden-Württemberg,084155005039,08415039,Hülben,Hülben
Baden-Württemberg,084155005078,08415078,"Bad Urach, Stadt",Bad Urach
Baden-Württemberg,084155005088,08415088,Römerstein,Bad Urach
Baden-Württemberg,084155005088,08415088,Römerstein,Römerstein
Baden-Württemberg,084155006,,Gemeindeverwaltungsverband Zwiefalten-Hayingen,Zwiefalten
Baden-Württemberg,084155006034,08415034,"Hayingen, Stadt",Zwiefalten
Baden-Württemberg,084155006034,08415034,"Hayingen, Stadt",Hayingen
Baden-Württemberg,084155006058,08415058,Pfronstetten,Zwiefalten
Baden-Württemberg,084155006058,08415058,Pfronstetten,Pfronstetten
Baden-Württemberg,084155006085,08415085,Zwiefalten,Zwiefalten
Baden-Württemberg,08416,,Tübingen,Tübingen
Baden-Württemberg,084160009009,08416009,Dettenhausen,Dettenhausen
Baden-Württemberg,084160022022,08416022,Kirchentellinsfurt,Kirchentellinsfurt
Baden-Württemberg,084160023023,08416023,Kusterdingen,Kusterdingen
Baden-Württemberg,084160041041,08416041,"Tübingen, Universitätsstadt",Tübingen
Baden-Württemberg,084160048048,08416048,Ammerbuch,Ammerbuch
Baden-Württemberg,084165001,,Gemeindeverwaltungsverband Steinlach-Wiesaz,Gomaringen
Baden-Württemberg,084165001011,08416011,Dußlingen,Gomaringen
Baden-Württemberg,084165001011,08416011,Dußlingen,Dußlingen
Baden-Württemberg,084165001015,08416015,Gomaringen,Gomaringen
Baden-Württemberg,084165001026,08416026,Nehren,Gomaringen
Baden-Württemberg,084165001026,08416026,Nehren,Nehren
Baden-Württemberg,084165002,,Verwaltungsgemeinschaft der Stadt Mössingen,Mössingen
Baden-Württemberg,084165002006,08416006,Bodelshausen,Mössingen
Baden-Württemberg,084165002006,08416006,Bodelshausen,Bodelshausen
Baden-Württemberg,084165002025,08416025,"Mössingen, Stadt",Mössingen
Baden-Württemberg,084165002031,08416031,Ofterdingen,Mössingen
Baden-Württemberg,084165002031,08416031,Ofterdingen,Ofterdingen
Baden-Württemberg,084165003,,Verwaltungsgemeinschaft der Stadt Rottenburg am Neckar,Rottenburg am Neckar
Baden-Württemberg,084165003018,08416018,Hirrlingen,Rottenburg am Neckar
Baden-Württemberg,084165003018,08416018,Hirrlingen,Hirrlingen
Baden-Württemberg,084165003036,08416036,"Rottenburg am Neckar, Stadt",Rottenburg am Neckar
Baden-Württemberg,084165003049,08416049,Neustetten,Rottenburg am Neckar
Baden-Württemberg,084165003049,08416049,Neustetten,Neustetten
Baden-Württemberg,084165003050,08416050,Starzach,Rottenburg am Neckar
Baden-Württemberg,084165003050,08416050,Starzach,Starzach
Baden-Württemberg,08417,,Zollernalbkreis,Balingen
Baden-Württemberg,084170013013,08417013,"Burladingen, Stadt",Burladingen
Baden-Württemberg,084170025025,08417025,"Haigerloch, Stadt",Haigerloch
Baden-Württemberg,084170054054,08417054,"Rosenfeld, Stadt",Rosenfeld
Baden-Württemberg,084175001,,Verwaltungsgemeinschaft der Stadt Albstadt,Albstadt
Baden-Württemberg,084175001010,08417010,Bitz,Albstadt
Baden-Württemberg,084175001010,08417010,Bitz,Bitz
Baden-Württemberg,084175001079,08417079,"Albstadt, Stadt",Albstadt
Baden-Württemberg,084175002,,Verwaltungsgemeinschaft der Stadt Balingen,Balingen
Baden-Württemberg,084175002002,08417002,"Balingen, Stadt",Balingen
Baden-Württemberg,084175002022,08417022,"Geislingen, Stadt",Balingen
Baden-Württemberg,084175002022,08417022,"Geislingen, Stadt",Geislingen
Baden-Württemberg,084175003,,Verwaltungsgemeinschaft der Gemeinde Bisingen,Bisingen
Baden-Württemberg,084175003008,08417008,Bisingen,Bisingen
Baden-Württemberg,084175003023,08417023,Grosselfingen,Bisingen
Baden-Württemberg,084175003023,08417023,Grosselfingen,Grosselfingen
Baden-Württemberg,084175004,,Verwaltungsgemeinschaft der Stadt Hechingen,Hechingen
Baden-Württemberg,084175004031,08417031,"Hechingen, Stadt",Hechingen
Baden-Württemberg,084175004036,08417036,Jungingen,Hechingen
Baden-Württemberg,084175004036,08417036,Jungingen,Jungingen
Baden-Württemberg,084175004051,08417051,Rangendingen,Hechingen
Baden-Württemberg,084175004051,08417051,Rangendingen,Rangendingen
Baden-Württemberg,084175005,,Verwaltungsgemeinschaft der Stadt Meßstetten,Meßstetten
Baden-Württemberg,084175005044,08417044,"Meßstetten, Stadt",Meßstetten
Baden-Württemberg,084175005045,08417045,Nusplingen,Meßstetten
Baden-Württemberg,084175005045,08417045,Nusplingen,Nusplingen
Baden-Württemberg,084175005047,08417047,Obernheim,Meßstetten
Baden-Württemberg,084175005047,08417047,Obernheim,Obernheim
Baden-Württemberg,084175006,,Gemeindeverwaltungsverband Oberes Schlichemtal,Schömberg
Baden-Württemberg,084175006014,08417014,Dautmergen,Schömberg
Baden-Württemberg,084175006014,08417014,Dautmergen,Dautmergen
Baden-Württemberg,084175006015,08417015,Dormettingen,Schömberg
Baden-Württemberg,084175006015,08417015,Dormettingen,Dormettingen
Baden-Württemberg,084175006016,08417016,Dotternhausen,Schömberg
Baden-Württemberg,084175006016,08417016,Dotternhausen,Dotternhausen
Baden-Württemberg,084175006029,08417029,Hausen am Tann,Schömberg
Baden-Württemberg,084175006029,08417029,Hausen am Tann,Hausen am Tann
Baden-Württemberg,084175006052,08417052,Ratshausen,Schömberg
